date,firm,n,sd,source,FIPDLFI,IdV,LN,UdC,LADESTRA,PD,M5S,FdI,NCDUdC,SI,AP,MDP,LeU,E,I,NcI
7/18/12,SPINCON,NA,NA,NA,18,4.8,7.3,6.3,3.8,26.7,13.8,,,,,,,,,
7/24/12,EMG,NA,NA,NA,19.6,7.9,4.8,6.8,1.9,27.3,16.4,,,,,,,,,
7/26/12,SPINCON,NA,NA,NA,18.3,4.7,7.5,5.9,4.5,25.7,12.4,,,,,,,,,
7/31/12,EMG,NA,NA,NA,20.3,7.5,5.1,6.2,2,27.9,16.1,,,,,,,,,
8/6/12,SPINCON,NA,NA,NA,18.7,4.4,7.6,5.4,4.2,26.3,13.9,,,,,,,,,
8/9/12,SPINCON,NA,NA,NA,17.9,4.8,7.9,6.1,4.5,27.2,13,,,,,,,,,
8/10/12,IPSOS,NA,NA,NA,18.9,7.2,4.2,6.9,,24.8,19.8,,,,,,,,,
9/3/12,IPR,NA,NA,NA,20,6,5,7,1,26,15,,,,,,,,,
9/6/12,LORIEN,NA,NA,NA,21.5,6.5,6.2,6.2,1.8,27,15.5,,,,,,,,,
9/10/12,TECNE,NA,NA,NA,18.2,6.8,2.8,7,2.5,26.9,12.5,,,,,,,,,
9/10/12,SWG,NA,NA,NA,20.5,6,5.5,5,2,24,18.5,,,,,,,,,
9/11/12,EMG,NA,NA,NA,21.4,6.6,5.2,6.7,1.8,26.8,14.3,,,,,,,,,
9/12/12,IPSOS,NA,NA,NA,21.9,7.5,4.6,6,1.8,25.4,17.9,,,,,,,,,
9/19/12,IPSOS,NA,NA,NA,22.2,6.9,5,6.2,1.6,26.3,16.8,,,,,,,,,
9/19/12,IPR,NA,NA,NA,19,7,5.5,7,2,27,13,,,,,,,,,
9/23/12,ISPO,NA,NA,NA,21.4,5.1,4.3,7.3,1.7,28,13.9,,,,,,,,,
9/24/12,IPSOS,NA,NA,NA,19.2,6.6,5.2,6.5,2.1,26.6,17.8,,,,,,,,,
9/25/12,IPSOS,NA,NA,NA,19.2,6.6,5.2,6.5,2.1,26.6,17.8,,,,,,,,,
9/25/12,IPR,NA,NA,NA,17,7,5,7,2,27.5,15,,,,,,,,,
9/25/12,EMG,NA,NA,NA,20,5.1,5.4,6.9,2.6,25.7,14.4,,,,,,,,,
9/26/12,DATAMONITOR,NA,NA,NA,18,6.5,5.7,6.5,2.7,25.5,15.6,,,,,,,,,
9/28/12,EMG,NA,NA,NA,19.3,4.5,5.7,6.5,2.3,25.8,16.7,,,,,,,,,
9/30/12,SPINCON,NA,NA,NA,16.9,5.2,7.2,5.7,4.4,27.1,14.5,,,,,,,,,
10/2/12,LORIEN,NA,NA,NA,19.7,5.9,6.3,6.2,2.3,27.5,16.4,,,,,,,,,
10/3/12,SWG,NA,NA,NA,15,5.3,5.8,5.9,2.1,25,19.6,,,,,,,,,
10/5/12,EMG,NA,NA,NA,18.1,4.7,6.4,6.3,1.8,26.5,17.8,,,,,,,,,
10/8/12,SPINCON,NA,NA,NA,15.9,4.9,7.1,5.7,5,25.9,14.8,,,,,,,,,
10/8/12,IPSOS,NA,NA,NA,18,6,4.9,6.4,2.7,28.5,17.4,,,,,,,,,
10/8/12,IPR,NA,NA,NA,14.5,7,5.5,7,2,28,16.5,,,,,,,,,
10/8/12,FNA,NA,NA,NA,16,4,6,6,3,29,18,,,,,,,,,
10/10/12,SWG,NA,NA,NA,15.1,5.8,5.8,5.8,2,25.2,19.4,,,,,,,,,
10/10/12,Demopolis,NA,NA,NA,16,6.4,5.5,7.9,2,26,18,,,,,,,,,
10/12/12,TECNE,NA,NA,NA,15.6,5.5,3.2,6.8,3.4,28.9,14.2,,,,,,,,,
10/12/12,EMG,NA,NA,NA,16.8,4.1,6.2,5.9,2.1,28.1,17.7,,,,,,,,,
10/14/12,SPINCON,NA,NA,NA,15.5,4.1,7.4,5.5,5,27,14.4,,,,,,,,,
10/14/12,IPSOS,NA,NA,NA,17.7,6,4.6,6.3,2.3,29.2,17.6,,,,,,,,,
10/16/12,IPR,NA,NA,NA,14.5,6.5,5,6.5,2,29,16.5,,,,,,,,,
10/17/12,SWG,NA,NA,NA,14.3,4.3,6,5.2,2.1,25.9,21,,,,,,,,,
10/19/12,IPR,NA,NA,NA,14.5,6.5,4.5,,2,29.5,16.5,,,,,,,,,
10/19/12,EMG,NA,NA,NA,17,4.4,6.4,6,2.2,28.2,17.7,,,,,,,,,
10/22/12,IPSOS,NA,NA,NA,17,5.9,4.8,6.2,2.6,29.8,17.4,,,,,,,,,
10/22/12,IPR,NA,NA,NA,14.5,5.5,4.5,6.5,2,30,17.5,,,,,,,,,
10/23/12,SPINCON,NA,NA,NA,15.6,3.9,7.5,5,4.9,27.2,16.6,,,,,,,,,
10/24/12,SWG,NA,NA,NA,15,4.1,6.3,4.9,2.2,25.4,22,,,,,,,,,
10/26/12,EMG,NA,NA,NA,16.2,4.1,6.1,5.7,2.7,29.2,18,,,,,,,,,
10/29/12,SPINCON,NA,NA,NA,16.2,3.9,7.6,5.2,4.6,27.5,16.4,,,,,,,,,
10/29/12,IPSOS,NA,NA,NA,16.5,5.5,5,6.1,2.8,30.3,19.4,,,,,,,,,
10/30/12,IPR,NA,NA,NA,14,5,5,6,2,30,18.5,,,,,,,,,
10/31/12,EMG,NA,NA,NA,15.8,2.9,6.6,5.6,2.3,29.9,18.2,,,,,,,,,
11/5/12,LORIEN,NA,NA,NA,17.4,4.1,6.1,6.4,2,28.2,18.3,,,,,,,,,
11/5/12,IPSOS,NA,NA,NA,16.2,4.2,5.1,6.2,2.5,30.2,19,,,,,,,,,
11/6/12,SPINCON,NA,NA,NA,16.4,4.2,8.3,5.5,4.2,26.6,15.2,,,,,,,,,
11/7/12,SWG,NA,NA,NA,14.7,3.3,6.3,5.2,1.8,26,21,,,,,,,,,
11/8/12,TECNE,NA,NA,NA,14,4.1,4.1,6.6,3.1,30.8,15.2,,,,,,,,,
11/8/12,ISPO,NA,NA,NA,16.9,4.6,7.6,6.1,2.2,29.1,18.9,,,,,,,,,
11/9/12,EMG,NA,NA,NA,16.3,3.4,6.3,5.8,2.5,29.3,17.4,,,,,,,,,
11/12/12,IPSOS,NA,NA,NA,15.5,3.5,5.1,6.3,2.4,31.7,18.8,,,,,,,,,
11/12/12,IPR,NA,NA,NA,14,4,5,6,2,30.5,19,,,,,,,,,
11/13/12,SPINCON,NA,NA,NA,15.8,3.1,8.1,5.2,4.1,28.1,15.8,,,,,,,,,
11/15/12,SWG,NA,NA,NA,15,2.8,6.3,5.4,1.7,26.2,20.5,,,,,,,,,
11/15/12,DATAMONITOR,NA,NA,NA,18,4.7,5,6,3,28.5,17.5,,,,,,,,,
11/16/12,EMG,NA,NA,NA,16.7,2.8,6.5,5.7,2.3,29.8,17.1,,,,,,,,,
11/19/12,IPSOS,NA,NA,NA,15.1,3.1,4.7,5.8,2,32.2,20.6,,,,,,,,,
11/19/12,IPR,NA,NA,NA,13,3,5,,2,29,18,,,,,,,,,
11/20/12,SWG,NA,NA,NA,15.3,2.7,6.2,3.7,2,26.7,21.1,,,,,,,,,
11/21/12,SPINCON,NA,NA,NA,16.9,2.9,7.7,5,4,28.2,15.3,,,,,,,,,
11/22/12,EMG,NA,NA,NA,16.4,2.1,6.8,4,1.9,30.3,17.3,,,,,,,,,
11/24/12,ISPO,NA,NA,NA,16.1,4.3,6,5.2,2.1,29.7,18.3,,,,,,,,,
11/24/12,IPSOS,NA,NA,NA,14.1,3.2,4.3,6.2,2.2,34.1,18.4,,,,,,,,,
11/24/12,EUROMEDIA,NA,NA,NA,16.5,2,6.8,5,2,30.6,17.5,,,,,,,,,
11/26/12,IPR,NA,NA,NA,14,2.5,5.5,5.5,2,33,19,,,,,,,,,
11/28/12,SWG,NA,NA,NA,14.3,2.4,6.1,4.1,1.5,30,19.5,,,,,,,,,
11/28/12,SPINCON,NA,NA,NA,17.2,2.1,7.6,4.9,4.2,30.1,15.1,,,,,,,,,
11/28/12,LORIEN,NA,NA,NA,14.4,3.6,6.5,4.5,2,30.2,15.3,,,,,,,,,
11/30/12,SPINCON,NA,NA,NA,15.3,2.2,7.8,5.1,4.1,30.7,14.7,,,,,,,,,
11/30/12,EMG,NA,NA,NA,15.2,1.5,6.3,3.8,2,34.6,16.3,,,,,,,,,
12/3/12,IPSOS,NA,NA,NA,13.9,1.9,4.9,5.2,1.7,36.1,18.5,,,,,,,,,
12/5/12,SWG,NA,NA,NA,13.8,2.6,6,5.2,1.6,30.3,19.7,,,,,,,,,
12/5/12,DEMOS,NA,NA,NA,18.2,2.4,4.2,5.2,,37.8,15,,,,,,,,,
12/6/12,SPINCON,NA,NA,NA,15,1.7,7.2,4.1,4,29.1,14,,,,,,,,,
12/6/12,EMG,NA,NA,NA,16.3,1.6,6.4,3.9,2.1,32.2,17.1,,,,,,,,,
12/7/12,TECNE,NA,NA,NA,11.9,2.1,4.8,5.1,2.7,34.6,15.7,,,,,,,,,
12/10/12,SPINCON,NA,NA,NA,15.6,2,7.3,3.8,4.3,29.4,13.5,,,,,,,,,
12/10/12,IPSOS,NA,NA,NA,15.5,2.2,4.4,5.5,2,36.4,18.2,,,,,,,,,
12/10/12,IPR,NA,NA,NA,15,2,5.5,4.5,2,33.5,17,,,,,,,,,
12/11/12,SWG,NA,NA,NA,16.5,2,6.4,5.4,1,31.1,19,,,,,,,,,
12/13/12,ISPO,NA,NA,NA,17.5,1.6,6.2,4.7,1.7,35.3,17.6,,,,,,,,,
12/17/12,SPINCON,NA,NA,NA,14.5,1.6,7.5,4.2,4.3,28.7,13.1,,,,,,,,,
12/17/12,LORIEN,NA,NA,NA,14,3.8,6.7,4.5,2.1,31,14.8,,,,,,,,,
12/17/12,IPR,NA,NA,NA,16,2,5.5,4.5,2,33,16.5,,,,,,,,,
12/17/12,EUROMEDIA,NA,NA,NA,18.3,1.1,6.8,4,2.2,29,17,,,,,,,,,
12/19/12,SWG,NA,NA,NA,15.8,1.7,6.2,4.9,1.6,30.1,18.5,,,,,,,,,
12/19/12,Demopolis,NA,NA,NA,16,2,5.2,6.1,1.8,32,19,,,,,,,,,
12/29/12,TECNE,NA,NA,NA,19.5,,3.9,4.8,1.5,35.3,16,,,,,,,,,
12/29/12,CISE,NA,NA,NA,19.7,1.8,5.6,6.4,2,34.6,14.3,,,,,,,,,
1/2/13,TECNE,NA,NA,NA,19.6,,4.1,4.6,1.7,34.7,16.3,,,,,,,,,
1/3/13,TECNE,NA,NA,NA,19.2,,4,4.5,1.5,34.6,16.4,,,,,,,,,
1/5/13,TECNE,NA,NA,NA,18.2,,4.5,4.4,1.1,33.8,15.7,,,,,,,,,
1/5/13,PIEPOLI,NA,NA,NA,15,,6,5,,33,10,2,,,,,,,,
1/5/13,IPSOS,NA,NA,NA,16.1,,4,4.3,,33.3,12.5,1.6,,,,,,,,
1/5/13,IPR,NA,NA,NA,17,,5,4,2,31,13,1,,,,,,,,
1/7/13,TECNE,NA,NA,NA,18.1,,4.2,4.6,1.2,33.7,14.4,,,,,,,,,
1/7/13,PIEPOLI,NA,NA,NA,15,,6,5,2,33,10,2,,,,,,,,
1/8/13,TECNE,NA,NA,NA,18.4,,3.9,4.8,1,34,14.1,,,,,,,,,
1/9/13,TECNE,NA,NA,NA,17.9,,4.2,4.5,1.1,33.1,14,,,,,,,,,
1/9/13,SWG,NA,NA,NA,15.7,,6.1,4,1.1,29.8,15.9,1.5,,,,,,,,
1/9/13,EUROMEDIA,NA,NA,NA,20.5,,5.7,4,1.6,33.4,12.3,0.5,,,,,,,,
1/10/13,TECNE,NA,NA,NA,17.7,,4.1,4.3,1.2,33.1,13.9,,,,,,,,,
1/11/13,ISPO,NA,NA,NA,20.2,,4.6,4.9,1.3,30.9,12.6,1.1,,,,,,,,
1/11/13,EMG,NA,NA,NA,18.4,,5,3.4,2.3,32.4,12.1,1.1,,,,,,,,
1/11/13,DATAMONITOR,NA,NA,NA,18,,5.5,4.2,2,31.5,12.8,1.5,,,,,,,,
1/12/13,TECNE,NA,NA,NA,19.2,,4.4,4.2,1.1,32,14.3,,,,,,,,,
1/12/13,EUROMEDIA,NA,NA,NA,23.1,,5.5,4,1.6,32.8,10.5,2.3,,,,,,,,
1/14/13,TECNE,NA,NA,NA,18.9,,4.6,4.3,1.2,31.8,14.2,,,,,,,,,
1/14/13,LORIEN,NA,NA,NA,17.5,,5.9,3.8,1.2,32.8,12.5,1.8,,,,,,,,
1/14/13,IPSOS,NA,NA,NA,17.4,,5,4,1.3,33.4,12.5,1.4,,,,,,,,
1/14/13,IPR,NA,NA,NA,18,,5,3.5,2,31,12,1.5,,,,,,,,
1/15/13,TECNE,NA,NA,NA,18.5,,4.7,4.5,1.1,31.4,13.8,,,,,,,,,
1/15/13,PIEPOLI,NA,NA,NA,16,,6,4,,32.5,10,2,,,,,,,,
1/16/13,TECNE,NA,NA,NA,18.1,,4.9,4.4,1.2,31.5,13.6,,,,,,,,,
1/16/13,SWG,NA,NA,NA,17.7,,5.4,4.1,1.5,28.8,16.8,1.5,,,,,,,,
1/16/13,SPINCON,NA,NA,NA,20.1,,6.4,3.2,2.7,27.2,10.7,2,,,,,,,,
1/17/13,ISPO,NA,NA,NA,18.5,,4.9,3.8,2.2,31.8,13.6,1.1,,,,,,,,
1/18/13,EMG,NA,NA,NA,19,,4.7,3.5,2.2,31.8,12.8,0.9,,,,,,,,
1/21/13,TECNE,NA,NA,NA,18.2,,5.2,4.2,1.4,30.5,14.2,,,,,,,,,
1/21/13,PIEPOLI,NA,NA,NA,18,,7,4,,32,10,2,,,,,,,,
1/21/13,IPSOS,NA,NA,NA,17.8,,5.3,3.8,,33.1,12.8,,,,,,,,,
1/21/13,IPR,NA,NA,NA,18.5,,5,3.5,2,31.5,13.3,1,,,,,,,,
1/22/13,TECNE,NA,NA,NA,18.4,,5.4,4,1.5,30.2,14.5,,,,,,,,,
1/22/13,SPINCON,NA,NA,NA,19.3,,6.1,3.3,2.8,28.2,10.9,2.2,,,,,,,,
1/22/13,DEMOS,NA,NA,NA,18,,5,4,,34,13,,,,,,,,,
1/23/13,TECNE,NA,NA,NA,18.8,,5.3,3.7,1.2,30.7,14,,,,,,,,,
1/23/13,SWG,NA,NA,NA,17.2,,5.3,4.2,1.1,29.4,17.2,1.5,,,,,,,,
1/24/13,TECNE,NA,NA,NA,19,,4.9,3.4,1.4,30.3,14.6,,,,,,,,,
1/24/13,SPINCON,NA,NA,NA,19,,5.7,3.1,2.6,27.9,11.2,2.8,,,,,,,,
1/24/13,QUORUM,NA,NA,NA,18.3,,4.6,3.9,1.4,30.2,14.2,1.4,,,,,,,,
1/24/13,LORIEN,NA,NA,NA,18.8,,5.5,3.6,1.4,32,13,1.8,,,,,,,,
1/24/13,Demopolis,NA,NA,NA,18,,5.5,4.2,,29,16,,,,,,,,,
1/25/13,TP,NA,NA,NA,18.3,,5,3.8,1.4,29.6,15,2.1,,,,,,,,
1/25/13,EMG,NA,NA,NA,20,,4.7,3.1,1.6,30.7,13.5,0.7,,,,,,,,
1/25/13,DATAMONITOR,NA,NA,NA,18.5,,5.5,3.8,2,30.1,13.2,1.1,,,,,,,,
1/26/13,EUROMEDIA,NA,NA,NA,22.2,,5.5,3.9,1.4,29.5,13.1,1.8,,,,,,,,
1/27/13,ISPO,NA,NA,NA,18.5,,4.9,3.8,1.8,30.8,13.6,1.5,,,,,,,,
1/27/13,IPSOS,NA,NA,NA,18.2,,5.2,3.6,1.2,32.5,13.6,1.4,,,,,,,,
1/28/13,TECNE,NA,NA,NA,19.1,,5.2,3.8,,29.9,15.8,,,,,,,,,
1/28/13,LORIEN,NA,NA,NA,20.2,,5.8,3.5,1.2,31,13.9,1.5,,,,,,,,
1/28/13,IPSOS,NA,NA,NA,18.2,,5.2,3.6,1.2,32.5,13.6,1.4,,,,,,,,
1/28/13,IPR,NA,NA,NA,18.5,,4.5,3.3,2,30.5,14.6,1.3,,,,,,,,
1/28/13,DEMOS,NA,NA,NA,19.2,,4.1,4.4,,32.8,12.9,,,,,,,,,
1/29/13,TECNE,NA,NA,NA,19.8,,5.5,3.7,0.9,29.7,15.2,,,,,,,,,
1/29/13,SWG,NA,NA,NA,19.3,,4.9,3.4,1,28,18,1.4,,,,,,,,
1/29/13,PIEPOLI,NA,NA,NA,18,,7,3.5,,31.5,11,2,,,,,,,,
1/29/13,ISPO,NA,NA,NA,19.1,,4.9,3.8,1.6,30.8,13.6,2,,,,,,,,
1/30/13,TECNE,NA,NA,NA,20,,5.8,3.6,0.9,29.8,15.7,,,,,,,,,
1/31/13,TECNE,NA,NA,NA,19.8,,5.5,3.5,1.1,30.5,16,,,,,,,,,
1/31/13,SPINCON,NA,NA,NA,19,,5.7,3.1,2.6,27.9,11.2,2.8,,,,,,,,
2/1/13,TP,NA,NA,NA,18.3,,4.9,3.8,1.1,28.4,15.8,2,,,,,,,,
2/1/13,EMG,NA,NA,NA,19.6,,4.8,2.8,1.1,30.2,14.5,0.8,,,,,,,,
2/1/13,Demopolis,NA,NA,NA,19,,5.1,4,,28.5,16.5,,,,,,,,,
2/1/13,DATAMONITOR,NA,NA,NA,19,,5.2,3.5,2.3,29,14,1.7,,,,,,,,
2/2/13,TECNE,NA,NA,NA,20.4,,5.4,3.5,,29.5,16.5,,,,,,,,,
2/3/13,TECNE,NA,NA,NA,20.7,,5.8,3.4,,29.3,16.1,,,,,,,,,
2/3/13,LORIEN,NA,NA,NA,20.3,,6,3.2,1.2,30.6,14.8,1.4,,,,,,,,
2/4/13,SWG,NA,NA,NA,18.9,,5.3,3,1,28.9,18,1.7,,,,,,,,
2/4/13,ISPO,NA,NA,NA,21.2,,5.2,2,1.4,29.9,16.4,1.5,,,,,,,,
2/4/13,IPSOS,NA,NA,NA,18.5,,4.9,3.9,,31.8,14.5,2.6,,,,,,,,
2/4/13,IPR,NA,NA,NA,20,,4.3,3.3,1.5,30,15.5,1.3,,,,,,,,
2/5/13,TECNE,NA,NA,NA,20.7,,5.5,3.3,,28.9,16.3,,,,,,,,,
2/5/13,ISPO,NA,NA,NA,22,,5.4,3,1,32.2,14.3,1,,,,,,,,
2/5/13,Demopolis,NA,NA,NA,20,,4.9,3.8,,29.1,17.5,,,,,,,,,
2/6/13,SWG,NA,NA,NA,19.5,,5.2,2.7,1.1,29.5,18.8,1,,,,,,,,
2/6/13,SPINCON,NA,NA,NA,18.4,,5.1,2.9,2.8,27.5,12.5,2.8,,,,,,,,
2/6/13,PIEPOLI,NA,NA,NA,22,,6,3,1,32,13,1.5,,,,,,,,
2/6/13,LORIEN,NA,NA,NA,20.1,,5.7,3.2,1.4,30.6,15,2.1,,,,,,,,
2/6/13,IPSOS,NA,NA,NA,20.3,,4.4,3.2,0.9,30.6,15.9,2.3,,,,,,,,
2/6/13,EUROMEDIA,NA,NA,NA,23.1,,5.2,3.6,1.6,29.8,14.5,1.9,,,,,,,,
2/6/13,DEMOS,NA,NA,NA,20.4,,5,3.5,,29.9,16,,,,,,,,,
2/7/13,TECNE,NA,NA,NA,20.1,,5.7,3.2,,29.5,16.3,,,,,,,,,
2/7/13,QUORUM,NA,NA,NA,20.1,,4.8,3.1,1.3,29.9,14.7,1.8,,,,,,,,
2/7/13,EMG,NA,NA,NA,19.9,,4.9,2.7,1,30,16,1.2,,,,,,,,
2/8/13,TP,NA,NA,NA,18.5,,5.1,3.9,1.2,29.3,15.1,2,,,,,,,,
2/8/13,IPR,NA,NA,NA,20,,4.2,3.3,1.3,29.5,16.5,1.3,,,,,,,,
3/1/13,LORIEN,NA,NA,NA,26.5,,3.5,0.5,0.1,29,28.5,0.5,,,,,,,,
3/4/13,IPSOS,NA,NA,NA,22.2,,3.7,1,0.4,26.7,29.4,1.9,,,,,,,,
3/6/13,SWG,NA,NA,NA,22.2,,4,2,0.8,25.7,27,1.4,,,,,,,,
3/6/13,ISPO,NA,NA,NA,21.2,,4.4,1.7,0.4,26.5,28.7,1.4,,,,,,,,
3/11/13,IPSOS,NA,NA,NA,21.6,,4,1,0.7,27.1,28.7,1.8,,,,,,,,
3/13/13,SWG,NA,NA,NA,23.3,,3.8,1.6,0.6,25.1,30,1,,,,,,,,
3/13/13,LORIEN,NA,NA,NA,24.7,,3.8,0.4,0.4,27.7,29.3,1.1,,,,,,,,
3/15/13,SP,NA,NA,NA,23.5,,4.4,1,0.5,27,25,1.9,,,,,,,,
3/18/13,IPSOS,NA,NA,NA,21.5,,4,,,28.2,28.2,1.4,,,,,,,,
3/18/13,IPR,NA,NA,NA,23.5,,4.3,1.5,0.5,24.5,24.5,1.7,,,,,,,,
3/20/13,SWG,NA,NA,NA,24.2,,3.7,1.6,0.8,26.4,26.9,0.9,,,,,,,,
3/20/13,EUROMEDIA,NA,NA,NA,23.2,,3.7,2,0.4,24.5,28.5,1.7,,,,,,,,
3/21/13,ISPO,NA,NA,NA,22.5,,4.2,2,0.5,27.4,26.1,2,,,,,,,,
3/25/13,TECNE,NA,NA,NA,24.7,,3.8,2,0.4,26,26.2,1.7,,,,,,,,
3/25/13,PIEPOLI,NA,NA,NA,22.5,,4,2,0.5,26,26.5,1.5,,,,,,,,
3/25/13,IPSOS,NA,NA,NA,21.9,,4.1,,,28,27,1.5,,,,,,,,
3/27/13,SWG,NA,NA,NA,26.2,,4.3,1.9,0.6,26,24.8,1,,,,,,,,
4/2/13,IPSOS,NA,NA,NA,24.8,,4,0.7,,28.4,25.1,1.8,,,,,,,,
4/3/13,SWG,NA,NA,NA,25,,4.1,2,0.7,25.5,25.4,,,,,,,,,
4/4/13,LORIEN,NA,NA,NA,26.3,,3.9,2.1,0.7,26.7,25.3,1,,,,,,,,
4/6/13,EUROMEDIA,NA,NA,NA,24.7,,4.5,2.2,0.9,25.7,23.7,2.1,,,,,,,,
4/8/13,IPSOS,NA,NA,NA,25,,3.9,,,28.2,24.9,1.7,,,,,,,,
4/9/13,ISPO,NA,NA,NA,25,,4.6,1.6,,28.6,24.7,1.8,,,,,,,,
4/10/13,TECNE,NA,NA,NA,26.1,,4.5,2,0.4,27,23.8,2,,,,,,,,
4/10/13,SWG,NA,NA,NA,26.9,,4.5,1.8,0.6,26.8,24,1,,,,,,,,
4/12/13,EMG,NA,NA,NA,25.6,,3.7,2,0.9,26.9,23.9,1.6,,,,,,,,
4/15/13,PIEPOLI,NA,NA,NA,23.5,,4.5,2,,25.5,24.5,1.5,,,,,,,,
4/15/13,IPSOS,NA,NA,NA,25.5,,3.7,0.7,,28.4,24.5,1.6,,,,,,,,
4/15/13,IPR,NA,NA,NA,25,,3.7,1.5,,26.5,23,,,,,,,,,
4/15/13,Demopolis,NA,NA,NA,25,,,,,26.5,23.1,,,,,,,,,
4/16/13,SWG,NA,NA,NA,26.8,0.9,4.2,1.9,1,27,24,1.2,,,,,,,,
4/16/13,Demopolis,NA,NA,NA,,,,,,,,,,,,,,,,
4/17/13,TECNE,NA,NA,NA,26.9,,4.7,2.5,0.4,25.1,24.2,2.1,,,,,,,,
4/19/13,SP,NA,NA,NA,27.8,,4.3,1.3,0.5,26.2,23,1.8,,,,,,,,
4/19/13,EMG,NA,NA,NA,27.1,,4.1,1.8,0.7,20.3,29.1,2.1,,,,,,,,
4/22/13,PIEPOLI,NA,NA,NA,25,,4.5,2,,21.5,25.5,1.5,,,,,,,,
4/22/13,LORIEN,NA,NA,NA,26.3,,3.9,2.1,0.7,26.7,25.3,1,,,,,,,,
4/23/13,TECNE,NA,NA,NA,29.5,,5.1,2.6,,23,21.2,2.1,,,,,,,,
4/23/13,SWG,NA,NA,NA,27,1.1,4,2,1,22,25.5,1.5,,,,,,,,
4/23/13,IPSOS,NA,NA,NA,28.2,,3.6,0.7,,24.7,24.1,1.8,,,,,,,,
4/24/13,IPR,NA,NA,NA,26.5,,3.7,1.5,,23.5,26.5,,,,,,,,,
4/26/13,EMG,NA,NA,NA,26,0.6,4.3,1.4,0.8,22.7,26.1,2.4,,,,,,,,
4/29/13,PIEPOLI,NA,NA,NA,25,,5,2,,22.5,25.5,1.5,,,,,,,,
4/29/13,IPSOS,NA,NA,NA,27.7,,3.6,0.8,,25.5,25.1,1.4,,,,,,,,
4/29/13,EUROMEDIA,NA,NA,NA,27.5,,3.8,2.5,1,20.5,23.7,2.1,,,,,,,,
4/30/13,IPR,NA,NA,NA,27.5,,3.7,1,,22,27,,,,,,,,,
5/1/13,SWG,NA,NA,NA,26.8,1.2,4.2,2,1.2,23.8,23.7,1.2,,,,,,,,
5/2/13,TECNE,NA,NA,NA,28.1,,4.6,2.9,,22.8,22,2.3,,,,,,,,
5/3/13,SPINCON,NA,NA,NA,28.5,,3.7,1.5,0.7,22.8,23.2,1.1,,,,,,,,
5/3/13,EMG,NA,NA,NA,27.3,0.7,4,1.5,0.8,22.3,25.9,2,,,,,,,,
5/5/13,LORIEN,NA,NA,NA,27.1,,2.4,2.5,0.5,24,25.5,2.4,,,,,,,,
5/6/13,IPSOS,NA,NA,NA,30,0.2,3.2,1.1,,26.5,23,1.1,,,,,,,,
5/7/13,IPR,NA,NA,NA,27,,4,1,,22,26.5,,,,,,,,,
5/8/13,SWG,NA,NA,NA,27.6,1.1,4.5,1.7,1.2,24,21.8,1.8,,,,,,,,
5/8/13,ISPO,NA,NA,NA,29.1,0.7,4.1,1.7,,23.6,24.1,1.6,,,,,,,,
5/9/13,DEMOS,NA,NA,NA,26.6,,3.2,2.8,,25,22.9,2.1,,,,,,,,
5/10/13,TECNE,NA,NA,NA,29.8,,4.4,2.5,,22.6,21.8,2.4,,,,,,,,
5/10/13,EMG,NA,NA,NA,26.6,0.9,4.3,1.4,0.9,22.8,23.4,2.2,,,,,,,,
5/13/13,IPSOS,NA,NA,NA,29.2,0.4,3.5,1.6,,26.5,22.5,1.8,,,,,,,,
5/15/13,SWG,NA,NA,NA,27.4,1,4.4,1.8,1,24,21.8,1.8,,,,,,,,
5/15/13,IPR,NA,NA,NA,28,,3.5,1,,22,24,,,,,,,,,
5/16/13,TECNE,NA,NA,NA,30.3,,3.9,2.2,,23.6,21.4,2.2,,,,,,,,
5/17/13,SPINCON,NA,NA,NA,27.6,,4,1.6,0.8,23.3,22.1,3,,,,,,,,
5/17/13,EMG,NA,NA,NA,26.5,0.9,4.8,1.4,1,23,23,2.1,,,,,,,,
5/20/13,IPSOS,NA,NA,NA,28.6,0.5,3.7,1.8,,26.3,23.6,1.5,,,,,,,,
5/21/13,SPINCON,NA,NA,NA,27.7,0.2,4.4,1.7,0.9,23.1,21.2,3.2,,,,,,,,
5/22/13,SWG,NA,NA,NA,27.8,1.2,4.9,2,0.8,22.6,24.1,1.5,,,,,,,,
5/23/13,TECNE,NA,NA,NA,30,,3.7,2.3,,24.5,21,2.1,,,,,,,,
5/24/13,EMG,NA,NA,NA,26,0.7,4.7,1.4,0.8,23.7,24.2,2,,,,,,,,
5/27/13,IPSOS,NA,NA,NA,27.8,0.8,3.8,2.1,,26.8,21.2,1.6,,,,,,,,
5/29/13,SWG,NA,NA,NA,27.8,1.2,4.7,1.7,0.7,25.8,19.1,1.8,,,,,,,,
5/30/13,TECNE,NA,NA,NA,29.3,,3.3,2.4,,25.8,19.8,2.9,,,,,,,,
5/31/13,SP,NA,NA,NA,27,0.7,4.4,1.6,,25.4,22.7,2.3,,,,,,,,
5/31/13,EMG,NA,NA,NA,26.8,0.7,4.2,1.2,0.6,25.4,22.1,2,,,,,,,,
6/3/13,PIEPOLI,NA,NA,NA,25.5,,4.5,2.5,,24.5,21.5,2,,,,,,,,
6/3/13,IPR,NA,NA,NA,27.3,,3.7,1.3,,24.5,22,,,,,,,,,
6/4/13,SPINCON,NA,NA,NA,27.1,0.3,4,1.9,0.8,25.3,20.1,3.5,,,,,,,,
